Idade,Formação,Tempo_Escola,Tempo_profissão,Hrs_semanais,Supervisiona,Licença_2semanas,Licença_ano,MPS,IPPS,IOPS,ISP,CAFC,VSP,ARE,DED,ARS,AED,Engagement,Exaustao,Cinismo,SCV,Saude,TAMesc,Burnout_E
50.0,1.0,0.5,26.0,40.0,1.0,1.0,1.0,7.0,7.0,6.33,6.0,7.0,6.0,4.0,3.0,2.8,4.25,5.78,1.0,1.4,6.75,4.75,3.379999999999999,False
40.0,2.0,16.0,17.0,28.0,2.0,1.0,1.0,6.0,5.67,4.67,6.0,6.0,6.0,3.8,3.0,3.6,4.0,5.33,2.6,0.4,4.6,4.0,3.379999999999999,False
38.0,3.0,17.0,17.0,20.0,1.0,1.0,1.0,6.75,5.33,4.33,5.17,6.0,6.0,3.8,3.8,2.4,3.6,5.0,2.4,0.2,6.2,3.75,3.379999999999999,False
52.0,1.0,0.6,20.0,20.0,1.0,1.0,1.0,6.08,6.33,4.67,6.33,6.5,6.0,4.6,3.8,3.2,4.4,5.56,1.8,0.4,4.6,2.75,3.379999999999999,False
48.0,2.0,15.0,20.0,30.0,1.0,1.0,2.0,5.83,5.67,6.0,6.33,6.0,6.0,4.2,3.4,3.0,4.25,5.25,5.0,0.0,6.0,4.0,3.379999999999999,True
38.0,2.0,16.0,18.0,18.0,1.0,1.0,1.0,5.67,5.0,2.0,6.0,6.0,6.0,4.8,4.4,3.0,4.4,4.11,3.6,2.4,4.8,5.0,3.379999999999999,True
38.0,2.0,6.0,14.0,40.0,2.0,1.0,2.0,7.0,6.33,6.0,5.83,6.5,5.33,3.8,2.2,4.0,3.8,5.56,4.0,1.2,5.6,3.75,3.379999999999999,True
40.0,1.0,1.0,7.0,20.0,1.0,1.0,1.0,6.08,5.67,4.67,6.0,3.5,6.0,4.6,3.4,3.2,2.2,5.67,3.0,0.2,5.4,4.0,3.379999999999999,False
43.0,2.0,9.0,23.0,20.0,1.0,1.0,2.0,5.5,3.67,4.67,5.0,5.0,4.0,4.6,4.4,2.4,3.4,2.33,6.0,4.4,6.2,2.0,3.379999999999999,True
40.0,2.0,13.0,18.0,40.0,2.0,1.0,1.0,6.5,6.0,3.33,4.0,6.5,4.0,2.8,2.8,2.6,3.6,4.5,2.4,1.0,5.4,4.25,3.379999999999999,False
53.0,2.0,0.5,32.0,40.0,2.0,1.0,1.0,5.92,6.33,4.0,5.67,6.5,5.33,3.6,1.8,3.6,4.0,5.67,0.8,0.2,6.0,4.0,3.379999999999999,False
47.0,1.0,19.0,19.0,20.0,1.0,1.0,1.0,6.25,5.67,5.0,5.83,6.0,5.67,3.8,2.8,3.2,3.4,5.56,2.4,0.2,4.8,3.5,3.379999999999999,False
45.0,2.0,10.0,23.0,18.0,1.0,1.0,1.0,6.5,6.67,6.0,6.33,6.0,6.0,4.0,3.0,2.6,3.2,5.0,3.2,1.2,5.6,4.25,3.379999999999999,False
52.0,2.0,12.0,20.0,20.0,1.0,1.0,1.0,6.92,7.0,4.33,7.0,7.0,6.0,4.2,2.8,3.6,4.4,5.67,1.25,0.4,5.2,4.0,3.379999999999999,False
40.0,1.0,8.0,17.0,18.0,1.0,1.0,2.0,6.08,4.33,1.67,5.0,4.0,6.33,4.4,2.6,2.2,1.4,3.11,5.0,0.4,4.2,2.75,3.379999999999999,True
50.0,2.0,0.3,30.0,40.0,1.0,1.0,2.0,7.0,7.0,6.67,7.0,4.5,7.0,4.8,4.2,4.2,3.25,6.0,4.4,2.4,7.0,5.0,3.379999999999999,True
51.0,1.0,24.0,27.0,20.0,1.0,1.0,1.0,7.0,7.0,6.33,7.0,7.0,7.0,4.4,2.6,3.8,2.8,5.67,2.6,0.2,6.0,4.0,3.379999999999999,False
37.7,3.0,9.0,14.0,20.0,1.0,1.0,2.0,7.0,6.0,3.67,6.5,7.0,6.0,4.6,2.8,2.6,3.4,5.78,3.4,1.4,6.0,3.25,1.06,True
42.0,6.0,1.0,13.0,40.0,2.0,1.0,2.0,6.83,6.0,6.0,6.33,6.5,5.67,4.4,3.6,4.2,5.0,5.67,0.4,0.6,5.6,4.25,1.06,False
38.0,2.0,1.0,8.85,20.0,1.0,1.0,1.0,7.0,7.0,6.0,7.0,7.0,5.33,4.4,2.0,3.0,4.6,6.0,1.4,0.0,6.4,5.0,1.06,False
53.0,2.0,8.0,31.0,44.0,2.0,1.0,2.0,6.92,5.33,6.0,6.33,6.5,6.0,4.0,3.6,4.0,3.5,5.33,1.6,0.5,5.6,3.0,1.06,False
38.0,5.0,0.16,12.4,20.0,1.0,1.0,1.0,6.58,6.67,6.0,6.0,6.0,6.0,4.6,3.2,3.4,3.75,5.5,1.2,0.0,5.6,3.75,1.06,False
30.0,1.0,0.83,9.5,12.0,1.0,1.0,1.0,6.67,5.67,6.33,5.83,6.0,6.0,3.8,2.4,3.0,3.4,5.11,1.6,0.0,6.0,5.0,1.06,False
56.0,1.0,2.0,28.0,40.0,1.0,1.0,1.0,6.5,5.67,5.0,6.17,5.5,5.33,4.8,4.2,2.2,3.4,5.89,0.0,1.2,6.8,3.75,1.06,False
60.0,1.0,18.0,29.0,20.0,1.0,1.0,1.0,6.42,5.0,6.0,6.67,6.5,5.67,4.4,2.75,2.6,3.4,5.89,0.8,0.0,5.8,3.5,1.06,False
53.0,2.0,7.0,18.0,40.0,1.0,1.0,1.0,6.58,6.0,6.67,6.0,7.0,7.0,4.6,1.0,3.8,4.4,6.0,0.2,0.2,6.4,3.0,1.06,False
56.0,1.0,1.0,40.0,32.0,1.0,1.0,1.0,6.92,7.0,6.67,6.83,7.0,7.0,4.0,4.0,2.8,3.8,5.14,0.4,0.0,7.0,5.0,1.06,False
33.0,2.0,12.0,13.0,40.0,1.0,1.0,2.0,6.92,6.0,6.0,7.0,7.0,6.0,4.8,3.2,2.6,3.8,5.33,1.2,0.0,6.6,5.0,1.93,False
47.0,1.0,5.0,28.0,20.0,1.0,1.0,1.0,6.58,6.0,5.67,6.0,4.0,6.0,4.0,2.0,3.0,3.8,5.44,2.4,1.2,5.6,2.75,1.93,False
47.0,1.0,12.0,17.0,20.0,1.0,2.0,1.0,6.0,6.33,5.5,6.17,6.0,6.33,3.6,3.6,3.0,3.6,5.11,2.6,2.2,4.8,4.33,1.93,False
35.0,1.0,1.0,1.0,20.0,1.0,1.0,1.0,6.83,6.67,6.0,6.0,6.0,6.0,3.2,2.8,3.2,3.6,5.44,2.8,0.2,5.4,4.5,1.93,False
34.0,2.0,11.0,11.0,40.0,2.0,1.0,1.0,6.5,6.33,6.33,5.67,5.0,5.67,3.8,2.8,3.2,3.8,5.11,5.2,0.0,4.8,5.0,1.93,True
44.5,2.0,13.0,13.0,40.0,2.0,1.0,1.0,6.83,6.67,6.0,6.17,6.0,6.0,4.8,4.6,4.6,5.0,6.0,4.0,0.0,6.0,4.0,1.93,True
50.0,2.0,0.5,28.0,40.0,2.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,3.2,3.6,4.6,6.0,5.4,4.8,6.4,3.75,1.93,True
37.0,2.0,17.0,17.0,36.0,1.0,1.0,1.0,6.08,4.0,2.67,6.17,3.5,6.0,4.0,3.4,1.2,3.0,3.33,3.8,1.2,6.0,5.0,1.93,True
45.0,1.0,12.0,13.0,40.0,1.0,1.0,2.0,5.75,5.0,5.67,6.17,3.0,6.0,4.4,3.2,3.2,4.0,5.11,2.2,0.2,5.4,4.0,1.93,False
42.0,2.0,5.0,18.0,40.0,2.0,1.0,2.0,6.42,5.67,6.0,5.83,6.0,6.0,4.4,2.8,3.4,4.2,5.44,2.6,0.6,6.0,4.0,1.93,False
38.0,2.0,18.0,18.0,60.0,2.0,1.0,1.0,6.92,5.67,5.0,5.83,7.0,5.0,4.4,3.0,3.6,4.0,5.0,4.0,1.0,4.2,2.5,1.93,True
41.0,2.0,0.5,20.0,20.0,1.0,1.0,1.0,6.67,6.33,5.0,7.0,6.5,5.0,4.2,2.4,4.0,4.8,6.0,1.2,0.2,6.6,5.0,1.93,False
37.0,2.0,12.0,19.0,40.0,1.0,1.0,2.0,6.42,6.33,5.67,7.0,6.0,7.0,4.4,2.2,3.8,4.8,6.0,1.8,0.2,6.4,1.5,1.93,False
36.0,1.0,11.0,18.0,40.0,2.0,1.0,2.0,6.17,5.0,5.33,5.17,6.0,5.33,4.4,2.4,3.6,3.8,5.89,1.4,0.8,5.8,4.75,1.93,False
38.0,2.0,8.0,17.0,20.0,1.0,1.0,1.0,6.17,5.67,5.33,6.0,6.0,6.0,4.0,3.4,3.4,3.6,5.11,2.8,1.2,6.0,4.25,1.93,False
41.0,2.0,10.0,15.0,20.0,1.0,1.0,1.0,6.33,5.67,5.33,6.17,3.0,5.67,3.8,4.0,4.2,3.8,5.67,4.6,2.2,6.0,3.0,1.93,True
54.0,2.0,10.0,31.0,40.0,1.0,1.0,1.0,7.0,6.33,7.0,7.0,7.0,7.0,4.4,4.0,2.6,4.6,5.44,1.0,0.0,7.0,5.0,1.93,False
41.0,1.0,7.0,11.0,40.0,1.0,1.0,2.0,6.17,6.33,5.67,6.5,7.0,6.33,4.6,3.2,3.2,4.6,5.33,0.8,0.0,6.6,4.0,1.93,False
41.0,1.0,0.5,19.0,20.0,1.0,1.0,1.0,6.92,6.0,5.0,6.0,7.0,5.67,4.2,3.8,2.6,2.6,5.0,4.4,2.2,6.2,4.25,1.93,True
34.0,2.0,14.0,14.0,40.0,1.0,1.0,1.0,7.0,5.67,5.0,5.83,6.0,5.33,4.8,4.2,4.2,4.6,5.56,1.0,0.2,7.0,4.25,1.93,False
44.0,2.0,1.0,10.0,20.0,1.0,1.0,2.0,7.0,6.33,6.67,5.17,5.5,5.0,4.6,3.0,3.2,4.2,6.0,3.4,1.2,6.4,5.0,1.93,True
47.0,2.0,14.0,14.0,40.0,2.0,1.0,1.0,6.75,6.0,6.0,6.0,4.0,6.0,4.4,3.2,3.4,3.6,5.11,2.6,0.0,4.2,4.0,1.93,False
36.0,2.0,10.0,10.0,40.0,2.0,1.0,1.0,6.58,6.67,6.33,6.0,6.0,6.0,4.0,3.2,4.0,5.0,4.67,3.4,0.6,5.4,2.25,1.93,True
50.0,1.0,18.0,19.0,20.0,1.0,1.0,1.0,6.25,6.0,5.67,5.5,6.0,5.67,3.2,3.0,3.6,3.8,5.56,3.8,1.6,4.6,3.25,1.93,True
27.0,2.0,2.0,7.0,20.0,2.0,1.0,1.0,6.83,6.33,6.0,6.33,7.0,6.0,4.4,3.6,4.2,4.2,6.0,0.6,0.0,6.0,4.5,1.93,False
51.0,2.0,2.0,29.0,45.0,1.0,1.0,2.0,6.83,7.0,6.0,6.83,6.0,6.0,4.6,3.2,3.0,4.4,6.0,3.6,0.2,6.0,4.0,1.93,True
38.0,2.0,13.0,20.0,40.0,1.0,1.0,2.0,6.83,7.0,6.0,7.0,7.0,7.0,4.8,1.8,4.2,5.0,6.0,2.4,0.0,6.4,4.0,1.93,False
43.0,2.0,2.0,21.0,20.0,1.0,1.0,2.0,7.0,6.33,6.0,6.67,6.5,6.0,3.8,4.0,3.0,2.6,4.89,4.4,0.6,6.8,5.0,1.93,True
47.0,2.0,7.0,9.0,38.1,1.0,1.0,1.0,6.92,6.0,6.33,6.33,6.0,6.0,3.0,3.4,3.4,3.6,5.67,1.6,0.2,6.0,5.0,1.93,False
43.0,2.0,6.0,19.0,40.0,1.0,1.0,2.0,6.83,5.67,6.0,4.67,4.0,6.0,4.2,3.0,3.2,4.0,5.11,2.4,0.8,6.0,3.0,1.93,False
38.0,2.0,0.0,18.0,20.0,2.0,1.0,1.0,6.5,5.0,4.67,7.0,7.0,7.0,3.8,2.25,2.8,4.0,6.0,0.0,0.0,5.8,5.0,1.39,False
37.0,2.0,4.0,18.0,20.0,1.0,1.0,2.0,6.0,5.67,3.33,5.0,6.0,5.0,4.2,3.2,3.8,3.8,5.0,3.0,1.2,3.8,3.0,1.39,False
55.0,6.0,9.0,25.0,40.0,1.0,1.0,1.0,6.67,4.67,3.0,6.17,5.5,6.0,5.0,4.2,4.2,4.6,5.33,2.4,0.5,6.4,4.75,1.39,False
30.0,1.0,8.0,10.0,40.0,1.5,1.0,1.0,7.0,6.0,4.67,7.0,6.0,6.67,4.6,3.2,4.0,4.6,6.0,0.4,1.0,6.0,4.0,1.39,False
29.0,2.0,1.3,6.0,20.0,1.0,1.0,1.0,6.42,5.33,4.33,6.5,7.0,6.33,4.0,2.6,4.0,2.4,5.89,3.8,0.0,6.2,4.25,1.39,True
34.0,2.0,8.0,13.0,40.0,2.0,1.0,1.0,6.83,6.0,6.0,6.67,7.0,6.0,4.2,2.8,4.4,4.2,5.78,1.6,0.2,6.0,4.0,1.39,False
46.0,1.7,5.0,20.0,22.0,1.0,1.0,2.0,7.0,6.33,4.0,6.33,6.5,5.33,4.0,1.6,4.0,5.0,5.33,1.0,1.4,4.8,4.0,1.39,False
44.0,2.0,0.3,10.0,20.0,1.0,1.0,1.0,6.5,6.33,3.0,5.33,7.0,5.67,4.6,3.4,4.2,4.0,5.25,1.2,0.2,3.4,3.75,1.39,False
28.0,1.0,1.0,1.0,20.0,1.0,1.0,1.0,6.75,5.0,5.33,6.17,7.0,5.33,4.4,3.2,3.4,3.2,5.56,1.6,0.8,5.4,3.0,1.39,False
48.0,2.0,0.75,14.6,20.0,1.0,1.0,1.0,6.67,6.0,5.33,6.0,6.5,6.0,4.2,4.2,4.2,3.8,6.0,2.25,0.4,6.0,4.0,1.39,False
44.0,5.0,1.0,7.0,20.0,1.0,1.0,1.0,7.0,6.5,6.33,6.67,6.0,6.0,4.5,4.0,3.8,4.2,6.0,3.8,0.4,5.4,5.0,1.39,True
33.0,2.0,1.0,8.5,20.0,1.0,1.0,1.0,7.0,6.33,7.0,6.67,7.0,6.0,3.6,3.6,3.0,3.0,6.0,1.6,1.2,7.0,5.0,1.39,False
40.0,5.0,1.0,5.0,16.0,1.0,1.0,1.0,6.67,6.0,6.0,6.83,6.5,6.33,4.0,3.0,4.6,4.6,6.0,1.0,0.0,6.4,4.75,1.39,False
43.0,5.0,1.0,3.0,20.0,1.0,1.0,1.0,6.58,6.67,7.0,5.83,7.0,6.0,4.6,3.75,4.0,3.8,6.0,1.4,0.0,6.6,4.0,1.39,False
47.0,2.0,12.0,21.0,40.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,6.33,4.6,2.4,4.8,5.0,6.0,3.0,0.8,6.8,5.0,1.39,False
52.0,2.0,8.116,23.7,20.0,1.0,1.0,1.0,6.92,6.67,6.67,6.5,7.0,6.67,4.4,1.8,4.0,4.4,6.0,0.25,0.0,6.4,5.0,1.39,False
27.0,2.0,1.0,6.0,20.0,1.0,1.0,1.0,6.5,6.33,5.67,6.0,3.5,5.33,4.4,2.4,3.6,4.4,5.44,1.4,0.4,6.0,4.75,1.39,False
47.0,2.0,1.0,8.0,8.0,1.0,1.0,1.0,6.5,5.0,5.33,5.83,7.0,5.0,4.8,3.2,2.6,2.6,5.67,0.2,0.0,5.6,4.0,1.39,False
33.0,2.0,10.0,13.0,40.0,1.0,1.0,1.0,7.0,5.33,6.33,6.33,4.5,6.0,5.0,3.6,4.0,4.4,6.0,1.2,1.2,6.4,4.0,1.39,False
44.0,2.0,5.0,17.0,40.0,1.0,1.0,1.0,5.67,5.33,3.0,6.0,6.0,5.67,5.0,3.0,3.0,3.8,5.78,2.2,0.0,5.6,4.25,1.4400000000000004,False
38.0,2.0,14.0,17.0,20.0,1.0,1.0,1.0,6.75,6.0,5.33,6.17,7.0,5.0,4.0,1.6,3.4,3.4,5.67,3.0,0.2,5.4,3.25,1.4400000000000004,False
42.0,1.0,5.0,6.0,40.0,2.0,1.0,2.0,7.0,6.67,6.0,6.0,3.5,6.0,4.6,1.6,4.2,5.0,6.0,2.4,1.2,6.6,4.25,1.4400000000000004,False
61.0,1.0,5.0,29.0,40.0,1.0,1.0,1.0,6.0,6.0,4.67,5.17,4.5,4.33,4.8,4.0,1.8,2.8,5.78,1.2,0.0,5.2,4.25,1.4400000000000004,False
41.3,2.0,4.94,9.3,23.7,1.0,1.0,1.0,6.5,6.67,6.33,7.0,7.0,6.5,4.2,3.0,3.0,3.4,6.0,0.0,0.0,6.2,5.0,1.4400000000000004,False
35.0,1.0,5.0,10.0,20.0,1.0,1.0,2.0,6.17,6.67,5.67,6.0,6.5,5.0,3.6,3.6,3.6,4.0,5.0,4.4,0.6,4.2,4.25,1.4400000000000004,True
30.0,1.0,1.0,7.0,20.0,2.0,1.0,1.0,6.17,5.0,4.33,5.67,6.5,5.33,4.4,2.4,3.0,3.6,6.0,0.2,0.0,5.2,4.25,1.4400000000000004,False
48.0,1.0,5.0,21.0,40.0,1.0,1.0,2.0,6.83,7.0,3.67,5.83,4.5,4.0,4.6,3.0,2.6,4.6,6.0,2.0,1.5,5.8,3.25,1.4400000000000004,False
33.0,1.0,2.0,10.0,20.0,1.0,1.0,2.0,7.0,6.67,6.33,7.0,7.0,6.33,4.0,3.2,3.0,4.4,5.67,1.0,1.0,6.2,4.0,1.4400000000000004,False
40.0,1.0,0.4,12.0,20.0,1.0,1.0,1.0,6.67,3.33,5.0,7.0,7.0,6.67,3.4,3.6,4.2,2.2,1.56,4.2,0.4,4.6,2.75,1.4400000000000004,True
38.0,2.0,10.0,14.0,20.0,2.0,1.0,1.0,6.92,7.0,4.0,5.5,5.5,5.33,3.8,1.8,4.6,4.4,5.78,2.4,0.0,5.6,3.5,1.4400000000000004,False
40.0,2.0,0.5,18.0,20.0,1.0,1.0,1.0,5.75,4.33,5.0,5.83,5.5,5.67,4.0,3.4,3.2,3.4,5.33,2.8,0.0,6.2,4.25,1.4400000000000004,False
50.0,1.0,18.0,18.0,40.0,1.0,1.0,1.0,5.75,5.67,4.33,6.33,5.5,6.33,4.2,2.6,2.6,3.4,5.22,1.0,1.4,5.2,4.0,1.4400000000000004,False
57.0,1.9,0.75,35.0,20.0,1.0,1.0,2.0,6.92,6.33,4.33,6.17,7.0,5.0,3.6,1.2,2.8,3.8,5.33,0.0,0.0,5.6,4.25,1.4400000000000004,False
59.0,1.0,7.0,26.2,20.0,1.0,1.0,2.0,6.17,5.67,5.67,6.5,6.0,6.67,3.2,2.6,4.2,4.0,6.0,4.2,2.0,3.6,2.25,1.4400000000000004,True
40.0,2.0,2.0,18.0,20.0,1.0,1.0,1.0,7.0,6.33,5.0,6.0,7.0,5.0,4.2,1.6,3.6,3.2,5.67,0.4,0.2,6.4,4.25,1.4400000000000004,False
49.0,1.0,6.0,22.0,40.0,1.0,1.0,1.0,7.0,7.0,3.67,6.17,6.0,3.67,4.2,3.4,2.8,4.8,5.44,3.6,0.0,5.4,3.75,1.4400000000000004,True
45.0,2.0,5.0,18.0,40.0,1.0,1.0,1.0,7.0,6.0,6.0,7.0,6.5,6.0,4.4,3.2,3.8,4.4,6.0,1.6,0.2,5.4,4.0,1.4400000000000004,False
52.0,1.0,19.0,20.0,40.0,1.0,1.0,2.0,6.33,7.0,3.33,6.83,6.5,6.0,4.8,3.8,2.8,3.6,5.56,1.8,1.2,5.2,4.25,1.4400000000000004,False
43.0,6.0,5.0,10.0,40.0,2.0,1.0,1.0,7.0,6.67,6.33,5.67,6.0,5.67,4.6,2.4,3.6,5.0,5.67,1.0,0.2,6.2,3.5,1.4400000000000004,False
39.0,2.0,6.0,15.0,40.0,2.0,1.0,1.0,6.92,6.33,5.33,5.0,6.0,5.33,4.4,3.4,3.8,4.6,5.78,2.4,0.2,5.6,3.75,1.4400000000000004,False
36.0,2.0,5.0,11.0,20.0,1.0,1.0,1.0,6.42,6.0,4.33,5.33,7.0,5.33,4.0,2.8,3.5,3.8,5.89,1.6,1.0,6.2,3.5,1.4400000000000004,False
35.0,2.0,5.0,11.0,20.0,1.0,1.0,1.0,6.58,5.67,4.67,6.17,6.5,5.33,4.4,2.2,3.0,3.8,5.33,2.4,0.2,6.2,4.0,1.4400000000000004,False
42.0,2.0,2.0,19.0,20.0,1.0,1.0,2.0,5.92,5.67,4.0,5.67,5.0,5.0,4.2,3.4,2.8,3.4,4.89,2.8,1.6,7.0,4.75,1.4400000000000004,False
39.0,2.0,0.5,19.0,40.0,2.0,1.0,1.0,6.67,6.0,4.33,5.83,6.0,5.33,4.0,2.6,4.0,3.8,5.44,3.8,1.0,5.4,4.0,1.5820000000000003,True
38.0,6.0,2.0,19.0,35.0,2.0,1.0,2.0,5.75,5.33,5.33,5.67,6.5,5.33,4.2,3.2,3.4,4.0,6.0,0.8,0.0,6.4,6.0,1.886,False
41.0,2.0,2.0,20.0,49.0,2.0,1.0,1.0,7.0,6.0,5.0,5.5,6.0,5.67,4.0,2.6,4.0,4.2,5.22,2.6,1.0,5.6,4.25,1.7009999999999998,False
38.9,1.0,0.5,17.0,26.4,2.0,1.0,1.0,6.92,6.33,6.33,6.17,6.0,6.0,4.0,2.8,4.2,4.2,5.89,0.8,0.2,5.8,4.25,2.0200000000000005,False
55.0,1.0,37.0,37.0,3.0,1.0,1.0,1.0,7.0,6.33,3.67,5.67,7.0,6.0,4.4,2.2,2.2,4.4,5.56,1.0,0.4,6.0,3.25,0.72,False
52.0,2.0,19.0,31.0,10.0,1.0,1.0,1.0,6.92,6.33,5.0,6.0,6.0,5.0,4.8,2.4,4.6,4.6,5.44,1.8,0.6,6.0,4.0,0.72,False
35.0,2.0,3.0,6.0,20.0,1.0,1.0,1.0,6.42,6.0,6.0,6.17,6.0,6.0,3.8,3.6,3.4,3.6,4.78,3.8,2.6,6.0,4.5,0.72,True
43.0,2.0,19.0,21.0,22.0,1.0,1.0,1.0,7.0,5.67,5.67,6.5,7.0,5.0,4.8,4.0,4.2,4.6,5.67,3.6,0.6,4.8,4.0,0.72,True
47.0,2.0,1.0,20.0,40.0,2.0,1.0,1.0,6.75,6.0,6.0,6.0,6.0,6.0,5.0,3.2,3.2,4.2,6.0,1.4,0.0,7.0,4.0,0.72,False
46.0,2.0,10.0,10.0,4.0,1.0,1.0,1.0,6.58,5.67,5.33,6.5,6.0,6.0,4.2,2.8,3.0,3.2,5.56,5.2,1.8,5.4,3.0,0.72,True
33.0,2.0,1.0,4.0,20.0,1.0,1.0,1.0,6.58,5.67,4.67,6.0,6.0,6.0,4.2,3.4,3.4,3.8,4.22,4.4,2.0,5.4,3.75,0.7199999999999999,True
44.0,2.0,5.0,5.0,20.0,1.0,1.0,1.0,5.5,6.0,5.0,5.17,6.0,5.0,3.6,2.8,2.6,3.4,5.44,3.8,1.0,4.0,3.25,0.7199999999999999,True
53.0,1.0,36.0,36.0,20.0,1.0,1.0,1.0,7.0,7.0,5.33,6.17,7.0,4.67,4.2,2.2,2.8,4.6,5.44,3.5,1.4,4.8,2.75,0.7199999999999999,True
37.0,2.0,1.0,9.0,44.0,1.0,1.0,1.0,6.0,5.67,5.0,5.0,2.0,5.67,5.0,3.2,2.8,3.4,5.0,3.4,0.0,4.8,3.75,0.72,True
41.0,2.0,5.0,22.0,20.0,1.0,1.0,1.0,7.0,7.0,4.0,7.0,7.0,5.33,4.6,2.6,3.6,5.0,5.11,4.4,1.0,4.0,2.25,0.72,True
45.0,2.0,0.41,12.8,19.0,1.0,1.0,1.0,5.78,4.33,6.0,5.6,6.0,6.0,4.2,4.0,4.6,4.0,5.56,2.8,0.0,4.6,3.25,1.53,False
48.0,2.0,19.0,22.0,40.0,2.0,1.0,1.0,5.58,5.0,4.0,4.67,4.5,6.33,4.2,3.2,2.8,3.6,4.89,0.2,0.2,6.6,5.0,1.53,False
29.0,2.0,7.0,7.0,30.0,1.0,1.0,1.0,6.58,6.33,5.33,5.33,5.0,5.0,4.0,2.2,3.0,3.2,5.33,2.0,1.2,5.0,4.5,1.53,False
49.0,2.0,17.0,21.9,50.0,2.0,1.0,2.0,7.0,6.33,5.0,5.8,6.5,6.0,4.0,3.0,4.0,4.6,5.67,2.6,0.0,5.4,2.75,1.53,False
52.0,1.0,16.0,23.0,40.0,1.0,1.0,1.0,6.67,6.33,6.67,7.0,6.5,6.33,4.6,4.0,2.0,4.0,5.56,4.5,1.0,5.6,4.75,1.53,True
50.0,3.0,19.0,29.0,40.0,2.0,1.0,1.0,6.92,6.0,5.33,6.0,6.0,5.33,4.2,2.2,3.25,3.4,5.11,5.2,4.0,4.6,2.5,1.53,True
54.0,2.0,7.0,35.0,20.0,1.0,1.0,1.0,6.92,5.67,5.67,7.0,6.0,4.67,4.4,3.4,4.2,4.6,5.56,2.0,0.6,5.6,3.25,1.53,False
51.0,2.0,10.0,33.0,20.0,2.0,1.0,1.0,7.0,7.0,6.67,7.0,7.0,6.67,5.0,4.0,5.0,5.0,6.0,3.6,0.2,6.4,4.25,1.53,True
39.0,2.0,15.0,16.5,20.0,2.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,4.6,3.6,4.0,5.89,5.0,1.0,6.0,3.0,1.53,True
52.0,2.0,20.0,30.0,20.0,1.0,1.0,1.0,6.83,5.33,4.33,6.17,6.5,6.67,4.8,3.8,3.8,4.8,4.67,4.0,0.4,5.0,4.5,1.53,True
43.0,2.0,15.0,15.0,20.0,1.0,1.0,1.0,6.67,4.67,6.67,3.0,2.5,5.0,3.8,1.8,1.8,2.8,4.78,3.0,2.2,2.2,1.5,1.53,False
50.0,1.0,23.0,23.0,40.0,1.0,1.0,2.0,6.25,5.67,6.33,6.5,6.0,5.67,4.6,3.4,2.2,3.25,5.33,4.0,1.0,3.6,3.5,1.53,True
49.0,2.0,10.0,31.0,40.0,2.0,1.0,1.0,7.0,6.33,6.33,6.0,1.5,5.67,4.6,2.75,4.0,3.8,5.56,5.0,0.6,5.8,4.0,1.53,True
42.0,2.0,8.0,19.0,40.0,1.0,1.0,1.0,6.83,5.67,5.67,5.33,6.5,4.67,4.2,1.6,1.8,3.4,4.67,4.0,2.4,4.4,2.25,1.53,True
38.0,2.0,4.0,4.0,50.0,1.0,1.0,1.0,6.42,6.33,6.0,5.0,5.5,5.33,4.0,2.8,2.8,3.4,4.0,5.6,3.8,3.0,1.5,1.53,True
34.0,2.0,8.0,8.0,40.0,1.0,1.0,1.0,6.33,6.33,4.0,5.83,6.0,6.0,4.8,1.6,2.2,3.8,5.33,0.8,0.4,4.8,2.5,1.53,False
48.0,2.0,15.0,15.0,50.0,2.0,1.0,2.0,7.0,6.67,6.33,6.83,6.5,6.0,4.0,3.2,4.6,4.6,5.38,3.2,1.2,5.8,3.0,1.53,False
27.0,2.0,6.0,6.0,30.0,1.0,1.0,1.0,6.92,6.33,5.0,5.17,6.5,5.0,3.6,1.8,2.4,3.2,5.0,3.6,2.0,5.0,3.75,1.53,True
39.0,2.0,7.0,21.0,40.0,1.0,1.0,1.0,6.25,5.67,7.0,6.0,6.5,6.0,4.2,3.4,3.2,3.2,4.22,3.0,1.2,5.2,2.25,1.53,False
46.0,2.0,20.0,20.7,40.0,1.0,1.0,1.0,6.08,4.0,3.67,5.83,1.0,6.0,3.8,2.8,2.4,1.6,5.78,0.0,0.0,6.8,4.75,1.53,False
39.0,2.0,18.0,19.0,40.0,1.0,1.0,1.0,7.0,6.67,6.67,5.0,7.0,4.67,4.4,2.8,4.4,3.8,5.78,3.0,0.4,4.8,3.75,1.53,False
27.0,2.0,1.0,5.0,22.0,1.0,1.0,1.0,6.75,7.0,6.0,7.0,1.0,7.0,5.0,3.0,4.6,5.0,6.0,0.6,0.0,7.0,5.0,1.56,False
41.0,2.0,0.33,0.33,20.0,1.0,1.0,1.0,7.0,7.0,5.67,6.83,4.0,6.0,4.8,2.8,4.8,4.4,6.0,2.0,1.2,5.8,4.5,1.56,False
40.0,2.0,3.0,17.0,31.8,1.0,1.0,1.0,6.33,6.0,5.33,5.17,5.5,5.33,4.0,3.2,3.2,3.4,5.44,3.2,0.0,4.8,2.75,1.56,False
