Ano;Munic;Munícipio;Escolcod;NomeEscola;Indiv;Populacao;PIB;IDHM;PIBPer;INVperc;Turma;Alunos;Professores;Investimento;TAMesc;Numero_escolas_trabalha;Tipo_escola;Niveis_escola;Idade;Formação;Contrato;Tempo_Escola;Tempo_profissão;Hrs_semanais;Supervisiona;Licença_2semanas;Licença_ano;ISP;CACF;VSP;ARE;DED;ARS;AED;Engage;Exaust;Cynism
1,00;5;Getúlio Vargas;111;E.M.E.I. Olivo Castelli;301;16212;27477,20;0,746;1,69;3069,64;8;157;17;49764934,59;1,57;1;1;1;40;2;1;1;18;40;1;1;2;7,00;7,00;6,33;4,80;3,20;4,20;4,60;5,78;3,40;1,20
1,00;5;Getúlio Vargas;111;E.M.E.I. Olivo Castelli;302;16212;27477,20;0,746;1,69;3069,64;8;157;17;49764934,59;1,57;1;1;1;29;2;1;3;999;999;2;1;1;5,83;5,50;5,00;3,80;2,60;3,20;3,60;5,22;1,60;0,20
1,00;5;Getúlio Vargas;111;E.M.E.I. Olivo Castelli;303;16212;27477,20;0,746;1,69;3069,64;8;157;17;49764934,59;1,57;1;1;1;46;2;1;6;999;40;1;1;2;7,00;7,00;5,67;4,60;1,80;2,80;3,80;4,22;5,60;1,50
1,00;5;Getúlio Vargas;111;E.M.E.I. Olivo Castelli;304;16212;27477,20;0,746;1,69;3069,64;8;157;17;49764934,59;1,57;1;1;1;21;5;2;3;4;30;1;1;1;6,67;4,50;5,67;4,60;3,20;3,40;4,20;4,89;1,80;0,00
1,00;5;Getúlio Vargas;111;E.M.E.I. Olivo Castelli;305;16212;27477,20;0,746;1,69;3069,64;8;157;17;49764934,59;1,57;1;1;1;53;6;999;6;29;8;1;1;2;5,20;1,50;4,33;3,80;2,75;2,80;3,60;4,11;4,80;1,60
0,00;8;Marau;112;E.M.E.I. Pequeno Aprendiz;449;44161;42104,57;0,774;0,95;2943,85;20;233;19;130003479,18;2,50;1;1;1;38;2;1;1;5;999;2;1;2;6,33;7,00;5,67;4,40;4,00;4,80;5,00;6,00;1,60;0,00
0,00;8;Marau;112;E.M.E.I. Pequeno Aprendiz;450;44161;42104,57;0,774;0,95;2943,85;20;233;19;130003479,18;2,50;2;1;1;32;2;1;5;999;40;1;1;1;6,33;7,00;6,00;4,80;1,80;4,40;5,00;6,00;4,80;0,40
1,00;8;Marau;112;E.M.E.I. Pequeno Aprendiz;449;44161;42104,57;0,774;0,95;2943,85;20;233;19;130003479,18;2,50;1;1;1;35;2;1;0,08;6;40;1;1;1;5,67;6,00;5,67;4,40;4,00;4,40;4,60;6,00;0,20;0,00
1,00;8;Marau;112;E.M.E.I. Pequeno Aprendiz;450;44161;42104,57;0,774;0,95;2943,85;20;233;19;130003479,18;2,50;2;1;1;34;2;1;1;6;20;2;1;1;6,00;7,00;6,00;4,80;3,00;4,40;5,00;6,00;4,00;1,00
0,00;7;Ibirubá;113;E.M.E.I. Planalto;404;20350;43296,75;0,765;2,13;4158,94;5;82;6;84634504,52;0,74;1;1;1;39;1;1;14;5;22;2;1;1;6,33;6,00;6,00;4,40;1,80;3,60;3,40;5,67;0,60;1,20
0,00;7;Ibirubá;113;E.M.E.I. Planalto;405;20350;43296,75;0,765;2,13;4158,94;5;82;6;84634504,52;0,74;1;1;1;39;2;1;2;19;40;2;1;1;4,33;7,00;5,33;4,20;2,40;3,60;3,60;5,44;0,80;1,20
0,00;7;Ibirubá;113;E.M.E.I. Planalto;406;20350;43296,75;0,765;2,13;4158,94;5;82;6;84634504,52;0,74;1;1;1;34;2;1;14;3;22;2;1;2;6,17;6,00;5,67;4,00;2,40;2,80;4,00;5,22;2,00;0,20
1,00;7;Ibirubá;113;E.M.E.I. Planalto;404;20350;43296,75;0,765;2,13;4158,94;5;82;6;84634504,52;0,74;1;1;1;40;2;1;15;6;22;2;1;1;6,00;6,00;5,33;4,20;2,00;3,40;3,40;5,56;1,20;1,20
1,00;7;Ibirubá;113;E.M.E.I. Planalto;405;20350;43296,75;0,765;2,13;4158,94;5;82;6;84634504,52;0,74;1;1;1;41;2;1;3;20;40;2;1;1;6,00;6,00;5,67;4,00;2,20;3,80;4,00;5,44;1,00;0,00
1,00;7;Ibirubá;113;E.M.E.I. Planalto;406;20350;43296,75;0,765;2,13;4158,94;5;82;6;84634504,52;0,74;1;1;1;36;2;1;8;3;22;1;1;1;6,17;5,00;5,00;4,40;3,60;3,60;3,60;5,00;0,80;0,00
0,00;7;Ibirubá;114;E.M.E.I. Progresso;407;20350;43296,75;0,765;2,13;4158,94;6;90;5;84634504,52;0,78;2;1;1;33;2;1;2;13;16;2;1;1;4,50;5,00;5,00;3,60;2,40;3,20;3,20;5,11;3,40;0,40
1,00;7;Ibirubá;114;E.M.E.I. Progresso;407;20350;43296,75;0,765;2,13;4158,94;6;90;5;84634504,52;0,78;2;1;1;34;2;1;3;11;44;2;1;1;5,83;5,00;4,00;3,60;3,60;3,60;3,20;5,56;1,40;0,20
0,00;9;Passo Fundo;115;E.M.E.I. Santa Terezinha;670;203275;39737,73;0,776;0,20;2928,18;6;113;6;595226766,07;0,89;1;1;1;37;2;1;4;11;30;1;1;2;7,00;7,00;6,33;4,20;3,60;3,00;2,40;5,11;3,20;0,00
0,00;9;Passo Fundo;115;E.M.E.I. Santa Terezinha;671;203275;39737,73;0,776;0,20;2928,18;6;113;6;595226766,07;0,89;1;1;1;60;1;1;2;3;30;1;1;2;6,83;6,00;6,67;4,40;3,60;3,60;4,20;5,11;3,80;0,00
0,00;9;Passo Fundo;115;E.M.E.I. Santa Terezinha;672;203275;39737,73;0,776;0,20;2928,18;6;113;6;595226766,07;0,89;1;1;1;28;2;1;3;10;30;1;1;1;6,17;5,00;6,67;4,20;3,20;2,60;3,00;4,22;2,00;0,80
1,00;9;Passo Fundo;115;E.M.E.I. Santa Terezinha;670;203275;39737,73;0,776;0,20;2928,18;6;113;6;595226766,07;0,89;1;1;1;39;2;1;6;13;30;1;1;1;6,00;6,00;6,00;3,80;3,25;3,40;3,40;3,89;4,20;2,20
1,00;9;Passo Fundo;115;E.M.E.I. Santa Terezinha;671;203275;39737,73;0,776;0,20;2928,18;6;113;6;595226766,07;0,89;1;1;1;62;1;1;3;5;30;1;1;2;5,83;6,00;6,00;3,60;4,20;4,40;4,00;5,11;4,40;1,60
1,00;9;Passo Fundo;115;E.M.E.I. Santa Terezinha;672;203275;39737,73;0,776;0,20;2928,18;6;113;6;595226766,07;0,89;1;1;1;30;2;1;4;14;10;1;1;2;5,83;6,50;6,67;3,40;3,00;3,60;2,40;3,22;3,40;3,00
0,00;2;Erechim;116;E.M.E.I. São Cristóvão;153;105862;41645,09;0,776;0,39;2861,34;30;364;28;302907244,07;3,77;2;1;1;62;3;1;4;32;40;1;1;1;6,83;7,00;6,33;4,20;3,00;2,60;4,00;6,00;0,20;0,00
1,00;2;Erechim;116;E.M.E.I. São Cristóvão;153;105862;41645,09;0,776;0,39;2861,34;30;364;28;302907244,07;3,77;2;1;5;63;3;1;18;42;40;1;1;1;7,00;3,50;6,67;4,80;3,80;3,40;4,40;6,00;0,20;0,00
0,00;10;Sananduva;117;E.M.E.I. Tia Noemia;769;16270;28571,78;0,747;1,76;3420,46;18;125;13;55650815,93;1,83;2;1;1;44;2;1;6;10;20;1;1;1;5,83;6,00;4,67;4,00;3,80;3,00;3,00;5,00;4,60;1,60
0,00;10;Sananduva;117;E.M.E.I. Tia Noemia;770;16270;28571,78;0,747;1,76;3420,46;18;125;13;55650815,93;1,83;1;1;1;55;2;1;4;5;40;1;1;1;6,67;7,00;6,00;4,40;3,60;3,60;4,20;5,67;1,20;0,00
0,00;10;Sananduva;117;E.M.E.I. Tia Noemia;771;16270;28571,78;0,747;1,76;3420,46;18;125;13;55650815,93;1,83;2;1;1;34;2;1;1;4;20;1;1;1;5,00;6,00;4,67;3,40;3,00;2,80;3,40;3,44;1,00;0,80
1,00;10;Sananduva;117;E.M.E.I. Tia Noemia;769;16270;28571,78;0,747;1,76;3420,46;18;125;13;55650815,93;1,83;2;1;1;34;2;1;3;7;40;1;1;1;5,33;6,00;4,00;4,20;3,00;2,40;3,60;5,00;5,00;1,40
1,00;10;Sananduva;117;E.M.E.I. Tia Noemia;770;16270;28571,78;0,747;1,76;3420,46;18;125;13;55650815,93;1,83;1;1;1;56;2;1;3;8;40;2;1;2;6,00;6,00;5,00;4,40;3,20;3,00;3,60;5,44;5,20;2,80
1,00;10;Sananduva;117;E.M.E.I. Tia Noemia;771;16270;28571,78;0,747;1,76;3420,46;18;125;13;55650815,93;1,83;2;1;1;33;2;1;7;7;40;1;1;2;6,33;6,50;6,00;3,80;3,00;3,60;4,00;5,11;3,80;1,00
0,00;10;Sananduva;118;E.M.E.I. Tia Salete;772;16270;28571,78;0,747;1,76;3420,46;12;136;11;55650815,93;1,47;1;1;1;39;2;3;7;7;40;1;1;1;4,50;4,00;5,00;4,80;4,20;1,60;2,80;3,00;6,00;3,60
0,00;10;Sananduva;118;E.M.E.I. Tia Salete;773;16270;28571,78;0,747;1,76;3420,46;12;136;11;55650815,93;1,47;2;1;1;24;2;1;0;8;20;1;1;1;7,00;4,50;5,67;3,80;3,60;3,40;2,80;4,89;3,80;1,00
0,00;10;Sananduva;118;E.M.E.I. Tia Salete;774;16270;28571,78;0,747;1,76;3420,46;12;136;11;55650815,93;1,47;1;1;1;52;2;1;2;18;40;2;2;1;6,83;6,00;5,33;4,20;2,60;3,20;4,40;6,00;2,00;0,80
0,00;10;Sananduva;118;E.M.E.I. Tia Salete;775;16270;28571,78;0,747;1,76;3420,46;12;136;11;55650815,93;1,47;2;1;1;33;2;1;3;15;40;2;1;2;6,00;6,00;6,00;4,40;3,80;4,00;4,00;5,78;0,80;1,00
0,00;10;Sananduva;118;E.M.E.I. Tia Salete;776;16270;28571,78;0,747;1,76;3420,46;12;136;11;55650815,93;1,47;2;1;1;24;6;1;1;2;40;1;1;1;6,00;6,50;4,67;4,20;1,40;2,40;2,60;5,11;3,60;0,00
1,00;10;Sananduva;118;E.M.E.I. Tia Salete;772;16270;28571,78;0,747;1,76;3420,46;12;136;11;55650815,93;1,47;1;1;1;40;1;999;6;8;40;1;1;1;4,67;4,00;5,33;3,80;4,20;2,00;2,60;2,78;2,00;0,80
1,00;10;Sananduva;118;E.M.E.I. Tia Salete;773;16270;28571,78;0,747;1,76;3420,46;12;136;11;55650815,93;1,47;2;1;1;25;2;1;2;7;20;1;1;1;7,00;7,00;6,00;4,60;3,80;4,20;4,00;5,33;5,00;2,00
1,00;10;Sananduva;118;E.M.E.I. Tia Salete;774;16270;28571,78;0,747;1,76;3420,46;12;136;11;55650815,93;1,47;1;1;1;54;2;1;3;19;999;2;2;2;6,17;6,00;5,33;4,00;2,40;2,80;3,20;5,56;3,80;2,00
1,00;10;Sananduva;118;E.M.E.I. Tia Salete;775;16270;28571,78;0,747;1,76;3420,46;12;136;11;55650815,93;1,47;2;1;1;35;2;1;3;17;40;2;1;2;6,00;5,00;4,00;4,00;3,80;2,80;3,80;5,44;4,00;1,40
1,00;10;Sananduva;118;E.M.E.I. Tia Salete;776;16270;28571,78;0,747;1,76;3420,46;12;136;11;55650815,93;1,47;2;1;5;26;2;1;4;4;40;2;1;1;6,33;7,00;6,00;4,40;2,00;3,40;3,60;5,67;1,80;0,00
0,00;8;Marau;119;E.M.E.I. Toca do Coelhinh;451;44161;42104,57;0,774;0,95;2943,85;7;72;10;130003479,18;0,98;1;1;1;999;2;1;7;9;40;1;1;2;7,00;4,00;7,00;4,80;4,80;4,80;4,40;5,89;1,40;0,60
0,00;8;Marau;119;E.M.E.I. Toca do Coelhinh;452;44161;42104,57;0,774;0,95;2943,85;7;72;10;130003479,18;0,98;1;1;1;31;2;1;1;7;40;1;1;1;6,17;6,00;6,00;4,40;2,20;3,20;3,80;5,56;5,40;1,80
1,00;8;Marau;119;E.M.E.I. Toca do Coelhinh;451;44161;42104,57;0,774;0,95;2943,85;7;72;10;130003479,18;0,98;1;1;1;45;2;1;8;8;40;2;1;2;6,33;6,00;6,00;4,20;3,40;4,00;4,00;5,67;2,60;1,00
1,00;8;Marau;119;E.M.E.I. Toca do Coelhinh;452;44161;42104,57;0,774;0,95;2943,85;7;72;10;130003479,18;0,98;1;1;1;32;2;1;3;7;20;2;1;1;5,67;5,50;5,33;4,40;1,80;3,40;3,60;5,33;5,00;1,20
0,00;9;Passo Fundo;120;E.M.E.I. Ursinhos Carinho;673;203275;39737,73;0,776;0,20;2928,18;6;105;6;595226766,07;0,86;1;1;1;45;1;1;8;17;8;2;1;1;6,33;7,00;6,00;4,00;3,20;4,00;3,60;5,33;4,20;1,20
0,00;9;Passo Fundo;120;E.M.E.I. Ursinhos Carinho;674;203275;39737,73;0,776;0,20;2928,18;6;105;6;595226766,07;0,86;1;1;1;28;6;1;3;8;30;1;1;1;5,00;6,00;5,33;4,40;2,40;2,20;2,80;4,67;3,20;0,60
0,00;9;Passo Fundo;120;E.M.E.I. Ursinhos Carinho;675;203275;39737,73;0,776;0,20;2928,18;6;105;6;595226766,07;0,86;1;1;1;33;5;999;1;5;30;1;1;1;6,50;6,00;6,00;3,50;3,00;3,00;3,80;5,67;5,00;1,40
0,00;9;Passo Fundo;120;E.M.E.I. Ursinhos Carinho;676;203275;39737,73;0,776;0,20;2928,18;6;105;6;595226766,07;0,86;1;1;1;32;6;1;1;7;30;1;1;1;6,67;4,50;6,67;4,60;2,60;3,00;3,80;5,75;2,20;0,00
0,00;9;Passo Fundo;120;E.M.E.I. Ursinhos Carinho;677;203275;39737,73;0,776;0,20;2928,18;6;105;6;595226766,07;0,86;2;1;1;25;2;1;5;9;30;1;1;2;6,00;6,00;5,33;4,40;2,25;3,80;4,20;4,78;4,40;1,40
1,00;9;Passo Fundo;120;E.M.E.I. Ursinhos Carinho;673;203275;39737,73;0,776;0,20;2928,18;6;105;6;595226766,07;0,86;1;1;1;47;2;1;10;20;999;2;1;1;6,17;5,50;5,33;4,00;3,00;3,20;2,80;5,89;3,00;1,00
1,00;9;Passo Fundo;120;E.M.E.I. Ursinhos Carinho;674;203275;39737,73;0,776;0,20;2928,18;6;105;6;595226766,07;0,86;1;1;1;30;6;2;5;10;50;1;1;1;5,00;4,50;4,67;3,60;2,40;2,40;2,00;3,22;3,60;0,80
1,00;9;Passo Fundo;120;E.M.E.I. Ursinhos Carinho;675;203275;39737,73;0,776;0,20;2928,18;6;105;6;595226766,07;0,86;1;1;1;35;6;1;3;10;999;1;1;2;6,00;6,00;5,67;4,00;3,40;3,00;2,67;5,00;5,00;2,20
1,00;9;Passo Fundo;120;E.M.E.I. Ursinhos Carinho;676;203275;39737,73;0,776;0,20;2928,18;6;105;6;595226766,07;0,86;1;1;1;34;6;1;3;10;6;1;1;1;6,83;4,00;6,00;4,40;2,20;2,40;3,20;5,33;1,40;0,60
1,00;9;Passo Fundo;120;E.M.E.I. Ursinhos Carinho;677;203275;39737,73;0,776;0,20;2928,18;6;105;6;595226766,07;0,86;2;1;1;27;2;1;7;11;30;1;1;2;6,00;5,50;5,00;4,20;2,20;1,80;3,75;4,44;5,20;2,60
0,00;2;Erechim;121;E.M.E.I. Vera Sass;154;105862;41645,09;0,776;0,39;2861,34;9;104;19;302907244,07;1,55;1;1;1;32;1;1;4;4;40;2;1;1;6,50;6,00;5,33;3,60;2,40;4,20;4,20;5,44;4,00;1,20
0,00;2;Erechim;121;E.M.E.I. Vera Sass;155;105862;41645,09;0,776;0,39;2861,34;9;104;19;302907244,07;1,55;1;1;1;30;2;1;4;10;40;2;1;1;5,33;6,00;6,00;4,20;3,00;4,00;3,60;4,89;4,40;1,20
0,00;2;Erechim;121;E.M.E.I. Vera Sass;156;105862;41645,09;0,776;0,39;2861,34;9;104;19;302907244,07;1,55;1;1;1;47;2;1;2;27;8;2;2;2;6,33;1,00;4,00;3,80;3,20;2,80;3,80;4,67;1,80;4,33
0,00;2;Erechim;121;E.M.E.I. Vera Sass;157;105862;41645,09;0,776;0,39;2861,34;9;104;19;302907244,07;1,55;1;1;1;30;1;1;4;9;20;1;1;1;6,00;7,00;5,33;3,60;4,00;4,40;4,00;4,67;2,80;1,40
0,00;2;Erechim;121;E.M.E.I. Vera Sass;158;105862;41645,09;0,776;0,39;2861,34;9;104;19;302907244,07;1,55;1;1;1;42;2;1;4;4;40;2;1;1;6,00;6,00;6,00;3,80;2,00;4,00;3,00;5,89;0,20;0,00
0,00;2;Erechim;121;E.M.E.I. Vera Sass;159;105862;41645,09;0,776;0,39;2861,34;9;104;19;302907244,07;1,55;1;1;1;999;2;1;4;4;20;1;1;2;5,83;7,00;5,33;4,80;1,40;4,40;3,80;6,00;3,80;0,00
0,00;2;Erechim;121;E.M.E.I. Vera Sass;160;105862;41645,09;0,776;0,39;2861,34;9;104;19;302907244,07;1,55;1;1;1;29;2;1;4;5;40;1;1;2;5,83;5,00;5,33;4,20;2,80;3,20;3,80;5,11;5,20;1,40
0,00;2;Erechim;121;E.M.E.I. Vera Sass;161;105862;41645,09;0,776;0,39;2861,34;9;104;19;302907244,07;1,55;1;1;1;38;2;1;4;15;999;2;1;1;6,17;6,50;6,00;3,60;3,00;4,20;4,20;5,56;1,80;0,00
0,00;2;Erechim;121;E.M.E.I. Vera Sass;162;105862;41645,09;0,776;0,39;2861,34;9;104;19;302907244,07;1,55;1;1;1;27;6;1;4;6;40;1;1;1;6,33;6,00;6,33;4,80;2,20;4,60;4,20;5,67;3,60;0,40
0,00;2;Erechim;121;E.M.E.I. Vera Sass;163;105862;41645,09;0,776;0,39;2861,34;9;104;19;302907244,07;1,55;2;1;1;36;2;1;1;12;40;1;1;1;6,00;6,00;6,00;5,00;2,00;3,00;3,80;5,89;1,40;0,00
0,00;2;Erechim;121;E.M.E.I. Vera Sass;164;105862;41645,09;0,776;0,39;2861,34;9;104;19;302907244,07;1,55;1;1;1;44;2;1;4;999;20;2;1;1;6,00;6,00;6,00;3,60;3,40;4,20;3,60;5,89;0,80;0,00
0,00;2;Erechim;121;E.M.E.I. Vera Sass;165;105862;41645,09;0,776;0,39;2861,34;9;104;19;302907244,07;1,55;1;1;1;34;2;1;1;15;40;1;1;2;5,00;5,00;4,00;4,60;2,60;3,00;4,00;4,11;3,60;0,20
0,00;2;Erechim;121;E.M.E.I. Vera Sass;166;105862;41645,09;0,776;0,39;2861,34;9;104;19;302907244,07;1,55;1;1;1;26;2;1;4;6;40;1;1;2;6,83;7,00;6,67;4,80;3,80;4,00;4,20;5,33;2,60;1,20
0,00;2;Erechim;121;E.M.E.I. Vera Sass;167;105862;41645,09;0,776;0,39;2861,34;9;104;19;302907244,07;1,55;1;1;1;27;2;1;4;4;40;1;1;1;7,00;7,00;5,33;4,20;3,60;3,60;4,00;5,33;2,60;1,20
0,00;2;Erechim;121;E.M.E.I. Vera Sass;168;105862;41645,09;0,776;0,39;2861,34;9;104;19;302907244,07;1,55;1;1;1;40;6;1;4;6;40;2;1;2;6,17;6,50;6,00;3,20;2,60;2,60;3,00;4,67;2,60;1,60
0,00;2;Erechim;121;E.M.E.I. Vera Sass;169;105862;41645,09;0,776;0,39;2861,34;9;104;19;302907244,07;1,55;1;1;1;37;2;1;3;15;20;1;1;1;6,17;6,50;6,67;4,00;2,20;3,20;3,40;4,78;3,20;0,80
1,00;2;Erechim;121;E.M.E.I. Vera Sass;154;105862;41645,09;0,776;0,39;2861,34;9;104;19;302907244,07;1,55;1;1;1;33;2;1;5;5,6;40;2;1;1;6,17;4,00;6,00;3,60;2,60;3,40;4,20;5,67;2,80;0,00
1,00;2;Erechim;121;E.M.E.I. Vera Sass;155;105862;41645,09;0,776;0,39;2861,34;9;104;19;302907244,07;1,55;1;1;1;31;2;1;5;10;40;2;1;1;5,83;5,50;6,00;4,60;3,00;4,00;3,80;5,33;3,40;0,60
1,00;2;Erechim;121;E.M.E.I. Vera Sass;156;105862;41645,09;0,776;0,39;2861,34;9;104;19;302907244,07;1,55;1;1;1;999;2;1;3;29;8;1;2;1;5,00;2,00;2,00;3,80;4,20;3,60;4,40;4,63;5,40;3,20
1,00;2;Erechim;121;E.M.E.I. Vera Sass;157;105862;41645,09;0,776;0,39;2861,34;9;104;19;302907244,07;1,55;1;1;1;30;1;1;4;12;20;1;2;1;6,17;7,00;5,33;4,00;3,20;3,80;3,60;5,44;1,40;0,00
1,00;2;Erechim;121;E.M.E.I. Vera Sass;158;105862;41645,09;0,776;0,39;2861,34;9;104;19;302907244,07;1,55;1;1;1;999;2;1;5;5;40;1;1;1;6,00;6,00;6,00;3,60;4,20;4,80;4,00;5,56;3,20;1,00
1,00;2;Erechim;121;E.M.E.I. Vera Sass;159;105862;41645,09;0,776;0,39;2861,34;9;104;19;302907244,07;1,55;1;1;1;38;2;1;5;5;20;1;1;2;5,33;7,00;5,67;4,60;1,40;4,40;3,60;6,00;3,00;0,00
1,00;2;Erechim;121;E.M.E.I. Vera Sass;160;105862;41645,09;0,776;0,39;2861,34;9;104;19;302907244,07;1,55;1;1;1;30;2;1;5;999;40;1;1;1;5,83;6,00;4,67;4,00;2,20;2,80;4,00;5,56;2,60;1,20
1,00;2;Erechim;121;E.M.E.I. Vera Sass;161;105862;41645,09;0,776;0,39;2861,34;9;104;19;302907244,07;1,55;1;1;1;39;2;1;4;999;999;2;1;1;7,00;5,00;5,00;4,20;3,40;3,00;4,00;4,89;5,00;0,00
1,00;2;Erechim;121;E.M.E.I. Vera Sass;162;105862;41645,09;0,776;0,39;2861,34;9;104;19;302907244,07;1,55;1;1;1;28;2;1;5;7;40;1;1;1;6,17;6,00;5,33;4,40;2,20;3,40;4,20;4,78;3,25;0,40
1,00;2;Erechim;121;E.M.E.I. Vera Sass;163;105862;41645,09;0,776;0,39;2861,34;9;104;19;302907244,07;1,55;2;1;1;37;2;1;2;13;40;1;1;1;6,67;7,00;999,00;5,00;2,80;2,60;3,20;6,00;1,40;0,00
1,00;2;Erechim;121;E.M.E.I. Vera Sass;164;105862;41645,09;0,776;0,39;2861,34;9;104;19;302907244,07;1,55;1;1;1;999;2;1;5;999;20;1;1;1;6,00;6,00;6,00;4,20;3,40;4,80;4,00;5,44;2,20;1,00
1,00;2;Erechim;121;E.M.E.I. Vera Sass;165;105862;41645,09;0,776;0,39;2861,34;9;104;19;302907244,07;1,55;1;1;1;35;2;1;2;16;40;1;1;2;5,33;6,00;6,00;3,60;3,40;2,80;3,20;4,44;4,80;0,00
1,00;2;Erechim;121;E.M.E.I. Vera Sass;166;105862;41645,09;0,776;0,39;2861,34;9;104;19;302907244,07;1,55;1;1;1;27;2;1;5;7;40;2;1;2;6,17;6,00;5,67;4,20;2,80;3,80;4,00;4,56;3,60;0,20
1,00;2;Erechim;121;E.M.E.I. Vera Sass;167;105862;41645,09;0,776;0,39;2861,34;9;104;19;302907244,07;1,55;1;1;1;27;1;1;5;5;20;2;1;1;6,17;5,50;4,33;3,60;2,60;2,80;3,40;5,00;3,40;1,40
1,00;2;Erechim;121;E.M.E.I. Vera Sass;168;105862;41645,09;0,776;0,39;2861,34;9;104;19;302907244,07;1,55;1;1;1;41;6;1;4;6;40;2;1;1;7,00;6,00;6,33;3,60;3,20;3,40;2,80;4,56;4,80;1,60
1,00;2;Erechim;121;E.M.E.I. Vera Sass;169;105862;41645,09;0,776;0,39;2861,34;9;104;19;302907244,07;1,55;1;1;1;38;2;1;6;999;20;1;1;1;5,50;6,50;6,00;4,40;2,80;3,00;4,00;5,00;4,00;0,00
0,00;12;Tapejara;122;E.M.E.I.F. São Paulo;856;24111;34946,93;0,760;1,45;3337,30;21;445;38;80465628,82;3,95;1;1;5;35;2;1;5;11;40;2;1;1;6,00;6,50;7,00;3,60;3,40;4,00;3,60;6,00;0,60;0,00
0,00;12;Tapejara;122;E.M.E.I.F. São Paulo;857;24111;34946,93;0,760;1,45;3337,30;21;445;38;80465628,82;3,95;1;1;5;35;0;1;5;14;28;2;1;1;6,00;6,00;6,00;4,20;2,80;3,40;3,00;6,00;1,00;0,00
0,00;12;Tapejara;122;E.M.E.I.F. São Paulo;858;24111;34946,93;0,760;1,45;3337,30;21;445;38;80465628,82;3,95;1;1;5;38;2;1;4;999;32;2;1;1;4,50;7,00;5,67;4,40;2,00;3,80;4,00;5,89;0,80;0,00
0,00;12;Tapejara;122;E.M.E.I.F. São Paulo;859;24111;34946,93;0,760;1,45;3337,30;21;445;38;80465628,82;3,95;1;1;5;33;1;3;0;1;20;1;1;1;6,33;6,50;6,00;4,20;3,60;4,00;3,60;5,44;0,80;0,60
0,00;12;Tapejara;122;E.M.E.I.F. São Paulo;860;24111;34946,93;0,760;1,45;3337,30;21;445;38;80465628,82;3,95;2;1;5;30;2;3;4;12;20;1;1;1;4,00;5,00;5,67;3,80;3,40;3,80;3,60;5,78;3,00;2,20
0,00;12;Tapejara;122;E.M.E.I.F. São Paulo;861;24111;34946,93;0,760;1,45;3337,30;21;445;38;80465628,82;3,95;1;1;5;36;2;1;5;17;40;1;1;1;6,17;6,00;6,00;4,60;3,40;4,20;3,80;5,56;2,80;1,20
0,00;12;Tapejara;122;E.M.E.I.F. São Paulo;862;24111;34946,93;0,760;1,45;3337,30;21;445;38;80465628,82;3,95;2;1;5;39;2;1;4;9;20;1;1;1;6,67;6,00;5,00;4,40;3,40;2,00;4,20;6,00;2,60;1,20
0,00;12;Tapejara;122;E.M.E.I.F. São Paulo;863;24111;34946,93;0,760;1,45;3337,30;21;445;38;80465628,82;3,95;1;1;5;35;5;3;2;8;20;1;1;1;5,33;7,00;6,67;3,40;3,40;3,40;3,60;6,00;0,80;0,00
1,00;12;Tapejara;122;E.M.E.I.F. São Paulo;856;24111;34946,93;0,760;1,45;3337,30;21;445;38;80465628,82;3,95;1;1;1;57;2;1;5;28;40;2;1;1;6,00;5,50;6,00;3,80;3,40;3,40;3,20;6,00;1,40;0,20
1,00;12;Tapejara;122;E.M.E.I.F. São Paulo;857;24111;34946,93;0,760;1,45;3337,30;21;445;38;80465628,82;3,95;1;1;1;36;2;1;5;15;999;2;1;1;5,17;6,00;5,67;4,00;3,60;3,80;4,00;5,89;3,00;0,20
1,00;12;Tapejara;122;E.M.E.I.F. São Paulo;858;24111;34946,93;0,760;1,45;3337,30;21;445;38;80465628,82;3,95;1;1;1;39;2;1;5;15;32;2;1;1;4,33;6,50;4,00;3,80;2,00;4,80;3,80;6,00;0,20;0,00
1,00;12;Tapejara;122;E.M.E.I.F. São Paulo;859;24111;34946,93;0,760;1,45;3337,30;21;445;38;80465628,82;3,95;1;1;1;23;5;2;1;1;30;1;1;1;7,00;7,00;6,33;4,40;1,60;3,40;4,20;6,00;0,40;0,00
1,00;12;Tapejara;122;E.M.E.I.F. São Paulo;860;24111;34946,93;0,760;1,45;3337,30;21;445;38;80465628,82;3,95;2;1;1;31;2;2;6;11;20;1;1;1;4,50;5,00;5,00;4,40;3,20;3,80;3,60;5,78;2,40;1,60
1,00;12;Tapejara;122;E.M.E.I.F. São Paulo;861;24111;34946,93;0,760;1,45;3337,30;21;445;38;80465628,82;3,95;1;1;1;38;2;1;6;18;20;1;1;2;6,00;6,00;6,00;4,60;3,60;4,00;3,60;6,00;2,00;1,20
1,00;12;Tapejara;122;E.M.E.I.F. São Paulo;862;24111;34946,93;0,760;1,45;3337,30;21;445;38;80465628,82;3,95;2;1;1;40;2;1;5;10;20;1;1;1;6,83;7,00;7,00;4,80;2,40;3,20;4,80;6,00;0,60;0,00
1,00;12;Tapejara;122;E.M.E.I.F. São Paulo;863;24111;34946,93;0,760;1,45;3337,30;21;445;38;80465628,82;3,95;1;1;1;36;6;2;1;9;30;2;1;1;7,00;7,00;4,33;4,00;3,50;1,20;4,20;5,89;5,20;3,00
